"category","favorites","image_count","name","price_raw","product_reviews","seller_name","seller_rating","seller_reviews","tags","url"
,"13","8","Traditional Balinese Lotus Sarong Batik, Made in Indonesia, Summer Beach Sarong, Pool Coverup","Now$31.20","5202","EverestTrader","4.89","5200",,"https://www.etsy.com/listing/4480322735/traditional-balinese-lotus-sarong-batik?click_key=Euo8fVONgGEYC_wldVKEO73cLqe8%3ALTa4c5d25c50c3488ca532d11fa02ae90038d33b97&click_sum=412c3a09&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese&ref=sc_gallery-3-2&pro=1&sts=1"
,"33","8","Sterling Silver Filigree Hoop Earrings: Bali Lace Jewelry","$76.00","95","AHJewelryDesigner","4.76","95",,"https://www.etsy.com/listing/4334218693/sterling-silver-filigree-hoop-earrings?click_key=Eun0XHVCUn_OlwZ_VKPJsmXJOI6f%3ALT14243030bae31edef4a9d45a08be633dd93db348&click_sum=3d21d75f&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+jewelry&ref=sc_gallery-2-3&frs=1"
,"11","5","Balinese dancer, made of Waru wood, carving is exceptional.  measures 19” tall x 5” wide. Indonesian dancer mask.  piece of art.","$99.00","218","GildedHummingbird","4.95","218",,"https://www.etsy.com/listing/4374130717/balinese-dancer-made-of-waru-wood?click_key=EuKcjBc6l5HNXhFJIJyupPBk7G60%3ALT502fa58e34f2ab5937bf3148fdaf17643349d84d&click_sum=41f4ec15&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+product&ref=sc_gallery-1-2&cns=1"
,"1493","11","15"" Purple Chanterelle Wall Art, Botanical Wood Carving, Textured Mushroom Decor, Whimsical Forest Hanging, Nature Gift MH001","$102.33","649","PaintedWoodCarvings","4.93","649",,"https://www.etsy.com/listing/1830256287/15-inch-chanterelle-mushroom-wall-art?click_key=Euq9aJsVhI_J4aRyWkaPfMw7TEab%3ALT134b42b32559919cc9e3d93afb7d7c4c66ac7c96&click_sum=76308c93&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+art&ref=sc_gallery-2-3&pro=1&local_signal_search=1"
,"1092","19","Byzantine Chain Silver 925, King Braided Necklace, Vintage Balinese Chocker, Heavy Statement Antique Collar","$137.90+","186","AngelsOfJools","4.92","186",,"https://www.etsy.com/listing/892834719/byzantine-chain-silver-925-necklace?click_key=Eun0XHVCUn_OlwZ_VKPJsmXJOI6f%3ALT7182b02b363a04863920ccab3031681a16659624&click_sum=72301284&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+jewelry&ref=sc_gallery-2-2&sts=1"
,"49","9","Balinese Feather Wood Hangers (Pair) - A067","$18.99+","10189","TwoFeatherConnection","4.86","10200",,"https://www.etsy.com/listing/1753173740/balinese-feather-wood-hangers-pair-a067?click_key=Eun0XHVCUn_OlwZ_VKPJsmXJOI6f%3ALT4051515059eced886ae0d7f8df77f3e81e6ae88e&click_sum=5a707c02&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+jewelry&ref=sc_gallery-2-4&sts=1"
,"2","20","1961 Balinese Offering Bearer Sculpture – Klungkung Court Style Hardwood Carving","$334.70","43","AntykAllure","4.84","43",,"https://www.etsy.com/listing/4476790764/1961-balinese-offering-bearer-sculpture?click_key=a74fded4-8f44-4fc9-99e1-006e829a2e08%3ALTc1ee47095ecbf1a61d56627665d0f78bc3d7da4f&click_sum=b025b3bb&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese&ref=sr_gallery-3-1&organic_search_click=1&sts=1&content_source=a74fded4-8f44-4fc9-99e1-006e829a2e08%253ALTc1ee47095ecbf1a61d56627665d0f78bc3d7da4f"
,"55","8","Balinese Garuda Brass Statue with Deepam Lamps - Vishnu's Vahana","$229.00","58","LotusSculptureShop","4.96","58",,"https://www.etsy.com/listing/1706596965/balinese-garuda-brass-statue-with-deepam?click_key=Eu9WwfpYLc3gfj0ou4pRW8HXT0ba%3ALT6a448ac7d99160b3d3950a8edd5119cf1097f2a9&click_sum=21843e59&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+art&ref=sc_gallery-1-3&frs=1&cns=1"
,"26","13","Hand Carved Cempaka Wood Balinese Tropical Scenery Wall Hanging Decor","$269.99","161","ArasBali","4.91","161",,"https://www.etsy.com/listing/1605276587/wooden-tropical-balinese-scenery-wall?click_key=Euq9aJsVhI_J4aRyWkaPfMw7TEab%3ALTd068dfdab45b1e87af2ab77404978cc56ec4f25b&click_sum=c23a0ca4&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+art&ref=sc_gallery-2-2&pro=1&cns=1&local_signal_search=1"
,"10","10","ATS-AYU020-B | Big Nautilus Shell Necklace Pendant Options With Silver Chain | Sterling Silver Bali Nautilus Pendant | Lovely Shell Pendant","$44.00+","959","AlbuquerqueTrader","4.86","959",,"https://www.etsy.com/listing/1864728174/ats-ayu020-b-big-nautilus-shell-necklace?click_key=EuWgFGApZoxTECHVZgAHeFiHvp61%3ALT4a00b2e16201e14dd796c20c04fb8696189b4550&click_sum=45231a4e&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese%2Bhandmade&ref=sc_gallery-3-3&frs=1"
,"490","6","Balinese Mermaid Wood Wall Art Carving: Nyi Blorong Goddess of the South Seas","$159.00","2751","acadiaworldtraders2","4.93","2800",,"https://www.etsy.com/listing/649295113/balinese-mermaid-wood-wall-art-carving?click_key=Euo8fVONgGEYC_wldVKEO73cLqe8%3ALTd21a2ac723fc9e3e803c9dbb87c6e69408925fc7&click_sum=6b4299f0&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese&ref=sc_gallery-3-1&frs=1&sts=1"
,"0","15","Balinese Wedding Procession Art, Bali Tropical Decor — Asian Wedding Gift","Now$21.89+","31","TerraArtStudioCo","4.87","31",,"https://www.etsy.com/listing/4475868667/balinese-wedding-procession-art-bali?click_key=Euq9aJsVhI_J4aRyWkaPfMw7TEab%3ALT3a41d696fbbca50f51cbfb87fae494164b8fe127&click_sum=56a9e887&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+art&ref=sc_gallery-2-4&pro=1&frs=1"
,"2","2","Balinese Straw Doll","$15.00","12","RudyBeGood","5","12",,"https://www.etsy.com/listing/1488683749/balinese-straw-doll?click_key=d3240d19-c3cd-4940-bda1-e1a92b9ff027%3ALTb05745d3f8e85beb2e6fb8827b92ca6b1a6c981c&click_sum=48ee879d&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese%2Bhandmade&ref=sr_gallery-3-2&organic_search_click=1&content_source=d3240d19-c3cd-4940-bda1-e1a92b9ff027%253ALTb05745d3f8e85beb2e6fb8827b92ca6b1a6c981c"
,"11","5","Balinese dancer, made of Waru wood, carving is exceptional.  measures 19” tall x 5” wide. Indonesian dancer mask.  piece of art.","$99.00","218","GildedHummingbird","4.95","218",,"https://www.etsy.com/listing/4374130717/balinese-dancer-made-of-waru-wood?click_key=Eu9WwfpYLc3gfj0ou4pRW8HXT0ba%3ALTe29c02b8695949b99cfbb79a8f9bcd76233ac6b4&click_sum=9255ee6c&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+art&ref=sc_gallery-1-4&cns=1"
,"2","2","Bali Incense Stick Collection, Handmade Balinese Incense from Ubud Indonesia","Now$7.20+","5202","EverestTrader","4.89","5200",,"https://www.etsy.com/listing/4467738246/bali-incense-stick-collection-handmade?click_key=EuU-e2-CoWRJHr56Kx_ABH4ZmQ06%3ALT8fb070ea003733e024e38f0f9d77010776541b92&click_sum=c6285ebb&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+product&ref=sc_gallery-3-1&pro=1&sts=1"
,"2","20","Vintage Coromandel wooden statue - Bali - Indonesia - 1970","Now$241.62","458","vpcuriosities","4.86","458",,"https://www.etsy.com/listing/4421891229/vintage-coromandel-wooden-statue-bali?click_key=66cec663-37b2-4606-aba3-81856bd250e6%3ALT1d29cc22e327a7ecf49dad59e3806b04e7fcbbd3&click_sum=21bf8c3c&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+product&ref=sr_gallery-3-1&organic_search_click=1&pro=1&sts=1&content_source=66cec663-37b2-4606-aba3-81856bd250e6%253ALT1d29cc22e327a7ecf49dad59e3806b04e7fcbbd3"
,"118","9","Balinese golden Lotus Motif Panel architectural Relief Wood Carving Bali wall Art teal 60""","$398.00","2751","acadiaworldtraders2","4.93","2800",,"https://www.etsy.com/listing/1087990261/balinese-golden-lotus-motif-panel?click_key=EuU-e2-CoWRJHr56Kx_ABH4ZmQ06%3ALT036278630698da33eb8ebd415e6c8ca4519eb89f&click_sum=883ac296&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+product&ref=sc_gallery-3-2&frs=1&cns=1&sts=1"
,"19","10","Midecentury Bali Indonesia Carved Wooden Male and Female Faces","$100.00","367","PoliHistArt","4.97","367",,"https://www.etsy.com/listing/1749003280/midecentury-bali-indonesia-carved-wooden?click_key=66cec663-37b2-4606-aba3-81856bd250e6%3ALTd82dec69e1874e1a6a1a37a437c2060ee135fe50&click_sum=430f282a&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+product&ref=sr_gallery-3-2&organic_search_click=1&frs=1&sts=1&content_source=66cec663-37b2-4606-aba3-81856bd250e6%253ALTd82dec69e1874e1a6a1a37a437c2060ee135fe50"
,"71","10","Barong Mask, Balinese Wood Wall Art Decor","$125.99","161","ArasBali","4.91","161",,"https://www.etsy.com/listing/1217252155/rangda-mask-balinese-wood-wall-art-decor?click_key=EuU-e2-CoWRJHr56Kx_ABH4ZmQ06%3ALTe7733a3cca7bb933955d8d8ec7648df3811cd6fb&click_sum=914b6cf8&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+product&ref=sc_gallery-3-3&pro=1&cns=1&local_signal_search=1"
,"0","4","Vintage Hand Carved Balinese Lady With Parasol Hat","$63.22","43","AntykAllure","4.84","43",,"https://www.etsy.com/listing/4473236238/vintage-hand-carved-balinese-lady-with?click_key=EuU-e2-CoWRJHr56Kx_ABH4ZmQ06%3ALT5718809bcbcf9101a0e762e1bee34dc2cdcd44bd&click_sum=978fffd6&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+product&ref=sc_gallery-3-4&sts=1"
,"14","7","Handmade Embroidered Cloth Bag, Chinese Style","$22.01","4","JIZHONGYU","5","4",,"https://www.etsy.com/listing/4454373127/handmade-embroidered-cloth-bag-chinese?click_key=3979244b-e657-42d8-afdb-eb3475f83e2d%3ALTec2821c5bdcf9947cd3a9c3e32519fff29e2b007&click_sum=437dc135&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese%2Bhandmade&ref=sr_gallery-4-1&organic_search_click=1&pro=1&cns=1&content_source=3979244b-e657-42d8-afdb-eb3475f83e2d%253ALTec2821c5bdcf9947cd3a9c3e32519fff29e2b007"
,"4","12","925 Sterling Silver Balinese Handmade Sterling Silver turquoise Gemstone Bracelet Cuff Bangle with Oval Turquoise Jewelry Best Gift For Her","$85.68","93","925LunaraLegacy","4.38","93",,"https://www.etsy.com/listing/4435917556/925-sterling-silver-balinese-handmade?click_key=3979244b-e657-42d8-afdb-eb3475f83e2d%3ALT74885acdcd6d4a6c42399e151050ff6fe701cc9d&click_sum=4aa4e9f1&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese%2Bhandmade&ref=sr_gallery-4-2&organic_search_click=1&frs=1&sca=1&content_source=3979244b-e657-42d8-afdb-eb3475f83e2d%253ALT74885acdcd6d4a6c42399e151050ff6fe701cc9d"
,"34","6","Atlanticite Sterling Silver Ring: Chunky Balinese Artisan Crafted, US Size 8","$144.00","293","EnfleurageLilac","4.95","293",,"https://www.etsy.com/listing/1301589250/atlanticite-sterling-silver-ring-chunky?click_key=Euz0PYzfM7v_Uugd0Vt5liLQ_Zcf%3ALT733555c3e59d5f7b2f78416b8cabe24c30d316c0&click_sum=25cdcaf0&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese&ref=sc_gallery-4-2&frs=1&sts=1"
,"13","8","Traditional Balinese Lotus Sarong Batik, Made in Indonesia, Summer Beach Sarong, Pool Coverup","Now$31.20","5202","EverestTrader","4.89","5200",,"https://www.etsy.com/listing/4480322735/traditional-balinese-lotus-sarong-batik?click_key=Euz0PYzfM7v_Uugd0Vt5liLQ_Zcf%3ALT0a185a807ef7bac0d60e020229a39cc4de4df5dc&click_sum=a27dbe40&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese&ref=sc_gallery-4-1&pro=1&sts=1"
,"71","15","Hand Carved Wooden Garuda Sculpture, Black Gold Balinese Art, 29 inch","$386.99","161","ArasBali","4.91","161",,"https://www.etsy.com/listing/1227795166/unique-wooden-garuda-29-inch-sculpture?click_key=EuHaXYeCYh8TM0bVl-6VYloJeu21%3ALTe46fba0529c9eec6299b8a5a69d31ea04a9b89d1&click_sum=5e28f1e6&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+art&ref=sc_gallery-3-1&pro=1&cns=1&local_signal_search=1"
,"253","10","Bali Winged Mermaid Goddess Mobile Cradle Guardian Carved wood Balinese art 15""","$69.00","2751","acadiaworldtraders2","4.93","2800",,"https://www.etsy.com/listing/834973322/bali-winged-mermaid-goddess-mobile?click_key=EuHaXYeCYh8TM0bVl-6VYloJeu21%3ALT27bde9d5f698e336e4792f68848eeb208098a85d&click_sum=286c9d4b&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+art&ref=sc_gallery-3-2&frs=1&sts=1"
,"4","20","Garuda Vishnu Wood Carving 19.1 inches, Sculpture, Handmade Balinese Art Work, Gift for dad,","$296.99","161","ArasBali","4.91","161",,"https://www.etsy.com/listing/4463838144/garuda-vishnu-wood-carving-191-inches?click_key=EuddBlk9c8oLp3JaT62QwbV1dle3%3ALTc28152461bd5aefae6722398571399cbf5e735c9&click_sum=7660aa8a&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+decor&ref=sc_gallery-4-1&pro=1&local_signal_search=1"
,"20","10","WAX PAPER PARASOL, White Pool Umbrella, Boho Umbrella, Garden Umbrella","$391.05","745","33imports","4.81","745",,"https://www.etsy.com/listing/1677356910/wax-paper-parasol-white-pool-umbrella?click_key=EuPFOzDX5Yx15cCjWOz_Nxa51O2b%3ALT1fc4092d148119a6e70f80c0417d26a12707814d&click_sum=dde6ebcd&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+furniture&ref=sc_gallery-3-1&frs=1"
,"8","20","Vintage Dan African Mask Cowrie Shell Fiber Mask Tribal Carved Ritual Mask-G6032","$218.00","1641","spiritsspeaks","4.8","1600",,"https://www.etsy.com/listing/4420152044/vintage-dan-african-mask-cowrie-shell?click_key=Euy65HQ59YBmV8L-EEdw_IPxoW7c%3ALT453bc965782487771c301126cdec9dbe1c644efe&click_sum=336ba4af&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+mask&ref=sc_gallery-2-1&pro=1&frs=1&sts=1"
,"0","9","Framed Hand-Carved Balinese Mask – Original Artwork","$187.16","0","EthniqueChiqueStore",,"0",,"https://www.etsy.com/listing/4492406664/framed-hand-carved-balinese-mask?click_key=Euy65HQ59YBmV8L-EEdw_IPxoW7c%3ALT1f53d0476f830a6411e76fd357bcf16b2fc222a7&click_sum=c534a1de&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+mask&ref=sc_gallery-2-2"
,"76","6","Balinese Sterling Silver Bracelet: Handcrafted Bali Jewelry","Now$210.46+","165","BaliChains","4.84","165",,"https://www.etsy.com/listing/1139743006/balinese-sterling-silver-bracelet?click_key=EuIPRCUeKyYB1QH_9-XmCvqV6Ica%3ALTb0de20ff989eba3e2836618da209f95cc719780c&click_sum=f9e46da5&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+jewelry&ref=sc_gallery-3-1&pro=1&frs=1&sts=1&local_signal_search=1"
,"403","10","Snake Woven Bracelet | 10mm Bali Style | approx. 60-75g | 925 Sterling | SilverWow®","$362.02+","144","Silverwow925","4.88","144",,"https://www.etsy.com/listing/525442480/woven-snake-mens-bracelet-10mm-solid-925?click_key=EuIPRCUeKyYB1QH_9-XmCvqV6Ica%3ALT643796e31cf9f76098d29072d5fba578b38d4e45&click_sum=9c08acf4&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+jewelry&ref=sc_gallery-3-2&frs=1&cns=1"
,"9","10","Balinese Gold Accented Natural Garnet Beaded Vintage Dangle Oxidized Sterling Silver 925 Earrings","$54.60","688","TheNostalgiaHaus","4.95","688",,"https://www.etsy.com/listing/4458098192/balinese-gold-accented-natural-garnet?click_key=f4bab804-d2a2-441f-b23b-c1199ad60f6a%3ALT57755960129cc83018957dd52223681925609803&click_sum=169915a5&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+jewelry&ref=sr_gallery-3-1&organic_search_click=1&sts=1&content_source=f4bab804-d2a2-441f-b23b-c1199ad60f6a%253ALT57755960129cc83018957dd52223681925609803"
,"369","10","Bali Sterling Silver Bracelet: Woven Design, Secure Clasp","Now$136.00+","1990","RkGlitter","4.73","2000",,"https://www.etsy.com/listing/857283296/bali-sterling-silver-bracelet-woven?click_key=f4bab804-d2a2-441f-b23b-c1199ad60f6a%3ALT86268e3e071a7d4845b7bc7783c1d8766bcb9db5&click_sum=6a59a5f8&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+jewelry&ref=sr_gallery-3-2&organic_search_click=1&pro=1&frs=1&content_source=f4bab804-d2a2-441f-b23b-c1199ad60f6a%253ALT86268e3e071a7d4845b7bc7783c1d8766bcb9db5"
,"17","10","Outstanding Balinese Indonesia Wood Carved Bust Statue Sculpture","$499.00","1127","AccentsAntiquesMore","4.89","1100",,"https://www.etsy.com/listing/1191235983/outstanding-balinese-indonesia-wood?click_key=ed6643d0-f812-40c6-b81b-2572590e6fc6%3ALTafcb4dc1fefb7093a10bfa8c9844723dd5176ab2&click_sum=cce3de72&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+product&ref=sr_gallery-4-1&organic_search_click=1&sts=1&content_source=ed6643d0-f812-40c6-b81b-2572590e6fc6%253ALTafcb4dc1fefb7093a10bfa8c9844723dd5176ab2"
,"6","8","925 Sterling Silver Chain and 18K Yellow Gold Bracelet with Dragon Bone Design set with White Topaz Stone Bali Handmade Byzantine Bracelet","$485.00","82","SterlingSilverBali","4.95","82",,"https://www.etsy.com/listing/1683106947/925-sterling-silver-chain-and-18k-yellow?click_key=EuIPRCUeKyYB1QH_9-XmCvqV6Ica%3ALTd8e1e1a8bd508549af7e156b9eb8fc4580d2a5c0&click_sum=e9627609&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+jewelry&ref=sc_gallery-3-3&frs=1&local_signal_search=1"
,"104","10","Triple Mudra Buddha Panel Hand Carved Suar Wood Bali Wall Sculpture Balinese Art","$198.00","2751","acadiaworldtraders2","4.93","2800",,"https://www.etsy.com/listing/1521879303/triple-mudra-buddha-panel-hand-carved?click_key=EupdoL3AOYosx_71vJswBA6cZsba%3ALT67df469b5c8534fd3dd542a89346127cdd68c9e8&click_sum=c04e7fd0&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+product&ref=sc_gallery-4-1&frs=1&sts=1"
,"2","12","Hand Carved Balinese Style Female Figure","$81.82","43","AntykAllure","4.84","43",,"https://www.etsy.com/listing/4442942064/hand-carved-balinese-style-female-figure?click_key=EupdoL3AOYosx_71vJswBA6cZsba%3ALT43a66fdb7f1448a30bbe543a74f68bdb73995289&click_sum=2bccf068&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+product&ref=sc_gallery-4-2&sts=1"
,"4","10","Vintage Native Balinese Hand Painted Coconut Shell Lidded Box, Hindoe-epos Ramayana 5.9”/15cm (N4337)","Now$82.50","527","TheOldcrafts","4.93","527",,"https://www.etsy.com/listing/4410383555/vintage-native-balinese-hand-painted?click_key=EupdoL3AOYosx_71vJswBA6cZsba%3ALTa566d2be3e88ff6c4adae9f9b921157563677a40&click_sum=fc756a32&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+product&ref=sc_gallery-4-4&pro=1&sts=1"
,"2","2","Bali Coffee Incense Sticks, Balinese Incense from Ubud Bali Indonesia for Everyday Use, Natural Gift from Bali","Now$11.20","5202","EverestTrader","4.89","5200",,"https://www.etsy.com/listing/4467754967/bali-coffee-incense-sticks-balinese?click_key=EupdoL3AOYosx_71vJswBA6cZsba%3ALTf3305549f673e0d6fdeb55628596af99fa9a98c7&click_sum=9937b023&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+product&ref=sc_gallery-4-3&pro=1&sts=1"
,"104","10","Triple Mudra Buddha Panel Hand Carved Suar Wood Bali Wall Sculpture Balinese Art","$198.00","2751","acadiaworldtraders2","4.93","2800",,"https://www.etsy.com/listing/1521879303/triple-mudra-buddha-panel-hand-carved?click_key=Euz0PYzfM7v_Uugd0Vt5liLQ_Zcf%3ALT3db9d2189e9ce91159204b34bcef30b7f6af9588&click_sum=dce6a462&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese&ref=sc_gallery-4-4&frs=1&sts=1"
,"4","6","Vintage Carved Wood Panel Barong Mask, Indonesia Balinese Boma Bhoma Wall Hanging","$295.00","640","ForsythiaHill","4.95","640",,"https://www.etsy.com/listing/4447079207/large-carved-wooden-bali-walk-hanging?click_key=ed6643d0-f812-40c6-b81b-2572590e6fc6%3ALT7dc5f7c63f13b0a196447b6c69bbab92b6b93310&click_sum=caf7045d&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+product&ref=sr_gallery-4-2&organic_search_click=1&sts=1&content_source=ed6643d0-f812-40c6-b81b-2572590e6fc6%253ALT7dc5f7c63f13b0a196447b6c69bbab92b6b93310"
,"7","5","Vintage Balinese Wood carving panel with Godess","$110.77","238","RheaTreasureShop","4.85","238",,"https://www.etsy.com/listing/1860958596/vintage-balinese-wood-carving-panel-with?click_key=b5eaa3a1-154f-483e-9e66-36b9a7816e46%3ALTa96e6d21c42616dfdc44c7a1f9df89db1405e4a3&click_sum=4bd1a1df&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese&ref=sr_gallery-4-2&organic_search_click=1&frs=1&sts=1&content_source=b5eaa3a1-154f-483e-9e66-36b9a7816e46%253ALTa96e6d21c42616dfdc44c7a1f9df89db1405e4a3"
,"13","8","Balinese Rama Sita Carved Wood Figurine","$325.00","44","sbarlecchino","4.94","44",,"https://www.etsy.com/listing/825451869/balinese-rama-sita-carved-wood-figurine?click_key=e1259647-995d-4f5f-a024-a18a5d492518%3ALT980b13e74b93afd99c8e084707b309dbeb33bf46&click_sum=fbf5fe7a&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+decor&ref=sr_gallery-4-1&organic_search_click=1&content_source=e1259647-995d-4f5f-a024-a18a5d492518%253ALT980b13e74b93afd99c8e084707b309dbeb33bf46"
,"36","10","Small Macrame Tabletop Umbrella: Balinese Boho Decor","$42.57","745","33imports","4.81","745",,"https://www.etsy.com/listing/1088971684/small-macrame-tabletop-umbrella-balinese?click_key=EuddBlk9c8oLp3JaT62QwbV1dle3%3ALT198924e67a454b9d6aefb094b230c86a615a5ba2&click_sum=6b156c9f&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+decor&ref=sc_gallery-4-4&frs=1&cns=1"
,"0","12","Vintage Balinese Hand-Carved Wood Sculpture, Woman with Pig, Mid-Century Boho Decor","$95.00","30","PeachAndThePastCo","5","30",,"https://www.etsy.com/listing/4495151432/vintage-balinese-hand-carved-wood?click_key=78643b10-db3b-474b-b162-92008998eaf1%3ALTbf89e868a8a1c06988880cea48060662f00d8d5f&click_sum=db5f8f1d&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+art&ref=sr_gallery-3-1&organic_search_click=1&frs=1&sts=1&content_source=78643b10-db3b-474b-b162-92008998eaf1%253ALTbf89e868a8a1c06988880cea48060662f00d8d5f"
,"37","10","4 Pcs Pure Copper Vajra,Creative Handmade Buddha Vajra Handicraft Collection Decoration,Tibetan Dorje Buddhism Mahakala Buddha amulet AA069","$85.00","4313","Featureshandmade","4.81","4300",,"https://www.etsy.com/listing/4337542590/4-pcs-pure-copper-vajracreative-handmade?click_key=ace7e9df-5561-4acd-9518-863393d5b0ec%3ALT4803c4bbb96932bfd35297aa4b3446de0b992c88&click_sum=33446bc7&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese%2Bhandmade&ref=sr_gallery-5-2&organic_search_click=1&frs=1&sts=1&content_source=ace7e9df-5561-4acd-9518-863393d5b0ec%253ALT4803c4bbb96932bfd35297aa4b3446de0b992c88"
,"11","10","Antique Handmade Madonna with Crescent Moon","$585.00","337","huntergathererbiz","4.79","337",,"https://www.etsy.com/listing/1566918106/antique-handmade-madonna-with-crescent?click_key=ace7e9df-5561-4acd-9518-863393d5b0ec%3ALT68fcb75af6a264edf969fd3d642b03ed6366b049&click_sum=38ffbb52&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese%2Bhandmade&ref=sr_gallery-5-1&organic_search_click=1&content_source=ace7e9df-5561-4acd-9518-863393d5b0ec%253ALT68fcb75af6a264edf969fd3d642b03ed6366b049"
,"34","10","Bali Indonesia Travel Art Print Showcasing Tranquil Temple Reflection in a Tropical Garden with Lush Palms and Exotic Flowers, Unique Gift","$17.11+","47","VoyaTerra","4.9","47",,"https://www.etsy.com/listing/1867491941/bali-indonesia-travel-art-print?click_key=EuHaXYeCYh8TM0bVl-6VYloJeu21%3ALT4c1badd1f955cd025a93e0929e6277e99c41aab8&click_sum=0f7f297c&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+art&ref=sc_gallery-3-4&pro=1&sts=1"
,"1156","8","Lanna Lotus Mandala Headboard | Hand-Carved Thai Teak Wood Art | 72” King Size Bed Panel | Reclaimed Teak Floral Wall Decor | Boho Bedroom","$269.10","210","SiamSawadeeDecor","4.78","210",,"https://www.etsy.com/listing/4413615212/lanna-lotus-mandala-headboard-o-hand?click_key=EuPFOzDX5Yx15cCjWOz_Nxa51O2b%3ALT83d646a0ec46deb30182b6ea535895f63d8e0fd4&click_sum=d0c7a451&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=balinese+furniture&ref=sc_gallery-3-2&pro=1&sts=1"
